accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
3.020583987051969677e-06,1.571577960596180601e+00,9.794196649802209720e+00
9.974024554031418201e-07,1.571583513967242496e+00,9.794185794464445038e+00
-7.889071065257644929e-07,1.571569380365445134e+00,9.794185906598308122e+00
2.168139856962036931e-06,1.571572080827515761e+00,9.794180987130328475e+00
4.929049251582218034e-06,1.571579121335057838e+00,9.794187488272712017e+00
-2.312025963019092445e-06,1.571581306962475555e+00,9.794185552401321715e+00
-7.469846255924648492e-07,1.571576489985101910e+00,9.794179840374194868e+00
2.934216480598761518e-06,1.571578826524932859e+00,9.794171422829093032e+00
1.105912083132489600e-05,1.571576015895113976e+00,9.794181932068408258e+00
-1.232094048401026938e-07,1.571581119988508801e+00,9.794184910619874174e+00
-3.209744036160793982e-06,1.571571939577156352e+00,9.794166915386833594e+00
3.498252478146378533e-06,1.571573016669934875e+00,9.794168528310388311e+00
-7.029091895474890819e-06,1.571572971770328619e+00,9.794173310475420280e+00
8.376308365468274032e-08,1.571573973430426596e+00,9.794166327358759361e+00
3.219693545341596154e-06,1.571580948254644117e+00,9.794172901020212763e+00
-9.641769818410245320e-06,1.571576072666249768e+00,9.794163690355830454e+00
2.638773963428012246e-06,1.571573256702653465e+00,9.794164322689349333e+00
-9.475411147025227012e-06,1.571578951842719674e+00,9.794158552196737588e+00
-1.188341076101700544e-06,1.571575914215881609e+00,9.794159120479456249e+00
5.476878278396880892e-06,1.571581279849544766e+00,9.794162528116133970e+00
6.156376287596987232e-06,1.571575293237605475e+00,9.794149260978160854e+00
-1.136719229903724012e-05,1.571578867934369406e+00,9.794153146071948868e+00
1.207387631160232372e-06,1.571573888487439952e+00,9.794153586295911040e+00
4.454036236156573395e-07,1.571579748195716997e+00,9.794151196662202352e+00
2.849438626795998705e-06,1.571568462442238356e+00,9.794148818623957808e+00
1.707195860523054231e-06,1.571583106496605486e+00,9.794153717211729671e+00
-2.020336200255132654e-06,1.571576497466324218e+00,9.794146299565836600e+00
-4.875362105831876155e-06,1.571572831875551968e+00,9.794142464224517397e+00
-2.545806358302355850e-06,1.571577073153524351e+00,9.794147809679474292e+00
-4.447378934277776834e-06,1.571582022993587513e+00,9.794138482539693769e+00
2.115009380987875692e-06,1.571582953297587570e+00,9.794136720233320048e+00
-4.534876794048478108e-06,1.571573288239687560e+00,9.794135137120136392e+00
-3.876645300115458928e-07,1.571576755283145888e+00,9.794139269092648092e+00
3.900454877233631035e-06,1.571572666700090659e+00,9.794138680918978324e+00
-1.973367868909753980e-06,1.571570922431162254e+00,9.794140290653039926e+00
5.083953270052286546e-06,1.571577321973157915e+00,9.794135053671011448e+00
7.280912676049061696e-06,1.571586334716088995e+00,9.794129433984620547e+00
8.570691654843884906e-06,1.571577474072127556e+00,9.794122234595560528e+00
2.534223710090256498e-06,1.571572509083337454e+00,9.794128651048055190e+00
4.840373014696692228e-07,1.571571292514605256e+00,9.794126662192999433e+00
-1.019764495721191401e-07,1.571577407993083986e+00,9.794130838500757719e+00
4.294508251395686036e-06,1.571582641507933475e+00,9.794122841035408200e+00
-3.689328059945628233e-06,1.571577871622531930e+00,9.794116886100530550e+00
4.846748614081522753e-06,1.571578439056418031e+00,9.794122846144301064e+00
3.845304868200852402e-06,1.571575220352788849e+00,9.794127843131288813e+00
3.000549107013086925e-06,1.571582907149654096e+00,9.794115411103030411e+00
1.131644442468599333e-07,1.571582869575278485e+00,9.794115756028372033e+00
-5.260646422808242356e-06,1.571581773917959390e+00,9.794123577279767900e+00
1.296814118162129504e-06,1.571578800051804059e+00,9.794113407328689291e+00
1.971949169496106855e-06,1.571583941984801225e+00,9.794114146392724152e+00
-5.003316020906682814e-06,1.571578891057196392e+00,9.794109368004111360e+00
8.904186568635045798e-06,1.571578535727187642e+00,9.794103597518798665e+00
1.996903422507540256e-06,1.571565077707364644e+00,9.794105034901486206e+00
7.658658774610907899e-07,1.571576797142812731e+00,9.794105605749615862e+00
-1.821036173484877493e-06,1.571575520296736528e+00,9.794099366197928092e+00
-1.899884806293226243e-06,1.571576281810620923e+00,9.794101720680803425e+00
-3.690977175252079338e-06,1.571581190112123716e+00,9.794098601125922343e+00
4.136003484264623485e-06,1.571575828902518790e+00,9.794096891520988279e+00
1.682320811357483025e-06,1.571579262987641501e+00,9.794095611253592182e+00
-8.019526543910471776e-06,1.571580593658572722e+00,9.794091478445119847e+00
-3.276700133612606268e-06,1.571579334032760400e+00,9.794088803241461250e+00
6.271781655548740002e-06,1.571578144847836978e+00,9.794097229246027325e+00
-4.649535801097816924e-06,1.571580177274900736e+00,9.794088468092736477e+00
-1.146609674008778335e-06,1.571578300766191205e+00,9.794099608002904134e+00
8.334820184129983735e-06,1.571578575412967416e+00,9.794088893918994287e+00
-6.062663036232751685e-06,1.571583663882759385e+00,9.794076803688103183e+00
2.728691485504753866e-06,1.571578918015130277e+00,9.794085602303633564e+00
3.282764557717595946e-06,1.571581025637878826e+00,9.794079260224679118e+00
1.091487424456301904e-06,1.571581665638808412e+00,9.794087358011562827e+00
-7.040312552190655220e-08,1.571571835335140666e+00,9.794078299445201807e+00
-1.030808987948185657e-06,1.571576910941770100e+00,9.794073360836751618e+00
3.430350809294202473e-06,1.571578604587931416e+00,9.794079223561100278e+00
1.278548192629058196e-05,1.571578229894697198e+00,9.794073855786185945e+00
-2.017752333207184012e-06,1.571578510107272786e+00,9.794073686703891113e+00
7.386968887512319901e-07,1.571579797255659772e+00,9.794069158449040913e+00
2.900343924942569882e-06,1.571582876364380654e+00,9.794067718765825603e+00
8.063528166683354696e-06,1.571572815483669228e+00,9.794069354730730481e+00
-2.671095234502453174e-07,1.571577096029685983e+00,9.794065424409382103e+00
-3.077391434627383769e-06,1.571575991248468140e+00,9.794072109910404222e+00
1.739827760233302900e-06,1.571581514519297507e+00,9.794064055768798127e+00
4.887406775040916888e-07,1.571580675577968433e+00,9.794062439337640313e+00
7.379013950972159182e-07,1.571570704614425606e+00,9.794055322677417408e+00
2.384642413415783925e-06,1.571583680263693106e+00,9.794058424640303073e+00
-3.334114429788492926e-06,1.571580086245742747e+00,9.794061097661870718e+00
7.880008527935193044e-06,1.571585005112400513e+00,9.794056088838887675e+00
-4.035355094532764549e-06,1.571577203187616956e+00,9.794058741925942613e+00
2.186942389705884334e-06,1.571583543832984819e+00,9.794051690750290362e+00
-1.760728804655967534e-06,1.571581758429267284e+00,9.794060670396666168e+00
-1.200687033857237230e-06,1.571581303066515112e+00,9.794057452467997749e+00
1.038997673492609853e-05,1.571577368964121701e+00,9.794046088990626231e+00
-1.084033862516141995e-06,1.571578531494032704e+00,9.794048284850282116e+00
2.436121758725735504e-06,1.571570968337794749e+00,9.794042484306686447e+00
7.124360636015837678e-06,1.571575149203524591e+00,9.794041270228321494e+00
1.094539958383354154e-05,1.571573789262734167e+00,9.794045979264561552e+00
2.809886714418497236e-06,1.571573863900564305e+00,9.794043184517343903e+00
3.292455075405400991e-06,1.571580511483955833e+00,9.794040745432354811e+00
6.836137673629547329e-06,1.571576007590605117e+00,9.794028386659478613e+00
2.512085990443471567e-06,1.571577771153818803e+00,9.794033874554330055e+00
-2.210689123851758438e-06,1.571575002339866245e+00,9.794029739980684823e+00
-1.579011758148453668e-06,1.571579635289957144e+00,9.794035780870959940e+00
1.586100678961573050e-07,1.571579199356961221e+00,9.794030932591716976e+00
1.483862886184244636e-06,1.571574506328213161e+00,9.794021481661863149e+00
2.642703473424937284e-06,1.571580357123593785e+00,9.794028919449623061e+00
1.758617311144471416e-06,1.571576477193440180e+00,9.794025374017122587e+00
3.027171748211612133e-06,1.571576725043200007e+00,9.794023779160534460e+00
9.468266306218442181e-06,1.571583289537550776e+00,9.794022355402590918e+00
1.275415763285432532e-05,1.571581015619337274e+00,9.794024066833991071e+00
-2.469068432604907358e-06,1.571576618312116924e+00,9.794019205049151466e+00
2.455056182901182158e-06,1.571575455817056044e+00,9.794027322204918562e+00
1.859837628839712976e-06,1.571575035379727536e+00,9.794018274721292272e+00
2.106780107899752530e-06,1.571575208905508836e+00,9.794020751853102169e+00
4.161687948324215637e-06,1.571577776981311514e+00,9.794013159168741822e+00
3.753168225732036529e-06,1.571577094112950324e+00,9.794012797453101271e+00
-3.319436187912610254e-06,1.571587074488492108e+00,9.794012808203033771e+00
3.228081454175507257e-06,1.571577767563058892e+00,9.794016856817746586e+00
6.753456278724367134e-06,1.571578493181881475e+00,9.794007758302234024e+00
6.783641248153386935e-06,1.571571625276847017e+00,9.794012078131205001e+00
-4.601580019205777931e-06,1.571583646838283110e+00,9.794007468924691651e+00
-2.376178786679556034e-06,1.571579767250347537e+00,9.794005509471846338e+00
2.439481861911827426e-06,1.571577643779024314e+00,9.794012674016228104e+00
-2.051174916864647006e-06,1.571580257573037098e+00,9.794002223052917344e+00
5.517916077167877606e-06,1.571576561100483049e+00,9.794004898609166787e+00
6.026587015030968841e-07,1.571587843689629560e+00,9.794002565898516366e+00
5.942887078354972260e-06,1.571579984823522125e+00,9.794002199362031647e+00
1.055831507774624295e-06,1.571578600456888575e+00,9.793997124489594697e+00
7.857518671137708726e-07,1.571574244275794952e+00,9.793998110406613833e+00
1.787875942143902893e-06,1.571579157944060778e+00,9.793985331270965489e+00
6.137955078200380286e-06,1.571580993794732262e+00,9.793996278100983943e+00
1.468520281543157109e-06,1.571576858217098804e+00,9.793989357373472870e+00
-2.650060811442498566e-06,1.571579945025026959e+00,9.793989266000936667e+00
5.486674514608217095e-06,1.571576620587135764e+00,9.793982275014991856e+00
7.775486708189113646e-07,1.571578197102843077e+00,9.793989986686275628e+00
-6.688888772169813121e-07,1.571575598246066408e+00,9.793984450145178045e+00
-3.529271923945183034e-07,1.571582892758464522e+00,9.793980143912545344e+00
1.616555501199123632e-06,1.571572660603387517e+00,9.793979650573719553e+00
3.174869887893194563e-06,1.571581885289433211e+00,9.793976573746959957e+00
-2.856292670094027393e-07,1.571581692137272723e+00,9.793976166405442996e+00
-4.310143899986518663e-06,1.571583333580524267e+00,9.793984427632222989e+00
6.001721723736834584e-06,1.571573246636460475e+00,9.793977335296730757e+00
6.143344051431177816e-06,1.571576830084243648e+00,9.793981225594640350e+00
2.558117834849542511e-06,1.571573880202242535e+00,9.793976922769607185e+00
-1.322054124004817117e-06,1.571581095632174518e+00,9.793969125006753984e+00
2.595410600876991739e-06,1.571571453667498064e+00,9.793979767367734013e+00
2.237530784586865544e-06,1.571576030146731195e+00,9.793967527961147113e+00
6.881164915998440264e-06,1.571577682635671769e+00,9.793958396194307525e+00
9.642496051433728065e-06,1.571577345958709016e+00,9.793964323891987789e+00
2.960920868689554056e-06,1.571579638164280146e+00,9.793976252522066162e+00
5.367070309603287794e-06,1.571578407366224450e+00,9.793964134352417972e+00
5.975122278501414179e-06,1.571569373233428379e+00,9.793959234161487615e+00
7.585213707219528585e-06,1.571579297347486692e+00,9.793961870028702776e+00
-2.543454898799439815e-07,1.571576595364662099e+00,9.793956054694222146e+00
9.051726343793434012e-06,1.571569968537604334e+00,9.793954382680414739e+00
3.799657278427738560e-06,1.571576502607719750e+00,9.793960719114123137e+00
1.026553774115546593e-06,1.571575453730658767e+00,9.793955381194180632e+00
5.208507441259511810e-06,1.571578067725927230e+00,9.793962467421373219e+00
2.753865372306381739e-06,1.571578949469049080e+00,9.793949851649299987e+00
3.393621463075992021e-06,1.571567403406371355e+00,9.793948544253854749e+00
5.814102916170244245e-06,1.571577203137272116e+00,9.793950828384231144e+00
7.256149938904422356e-06,1.571577491963338291e+00,9.793947021902917882e+00
7.232814849170873220e-06,1.571581301627915428e+00,9.793940670166104923e+00
-2.695845523430450446e-06,1.571584929843614198e+00,9.793944720060700604e+00
1.026481472480819057e-07,1.571582165038868384e+00,9.793948750812068837e+00
6.833134154721959927e-06,1.571581884988435984e+00,9.793941805415402158e+00
5.788340789460387572e-06,1.571570169717451337e+00,9.793942922815162433e+00
1.895242991743411668e-06,1.571581939881413703e+00,9.793942018587923570e+00
5.077668968601537157e-06,1.571576708696924563e+00,9.793942622696292233e+00
-2.244438723435479993e-06,1.571573920350036735e+00,9.793937038598302891e+00
6.887430000076449693e-06,1.571578759603277753e+00,9.793929581808624718e+00
4.956230106977035801e-07,1.571583030927052427e+00,9.793937499708118111e+00
8.452622606078950907e-07,1.571583946555755729e+00,9.793933091711592098e+00
5.795743025348012755e-06,1.571581435823824258e+00,9.793940169413495767e+00
-4.044503522392749541e-07,1.571576712814478638e+00,9.793928772751549161e+00
-2.936209592104060970e-06,1.571580149663583503e+00,9.793927577562531184e+00
8.078600281758837863e-06,1.571574984783143947e+00,9.793931934364263014e+00
-1.338701900282611802e-06,1.571583746111123281e+00,9.793930843904385952e+00
-1.808492993394584390e-07,1.571580264526990733e+00,9.793923676306407700e+00
3.429196672776934115e-06,1.571574369785468939e+00,9.793922688161169177e+00
4.358719677447038998e-06,1.571570065056149934e+00,9.793925474428698763e+00
3.776380952252664320e-06,1.571586990810919904e+00,9.793921781991272724e+00
3.537487737422974264e-06,1.571580416511695333e+00,9.793920106328529940e+00
-2.762646899208784310e-06,1.571579405579804245e+00,9.793916839186593393e+00
-1.625107617946588868e-07,1.571583157092147243e+00,9.793917056571094903e+00
7.265187755181374388e-07,1.571575851688979286e+00,9.793917489259200693e+00
2.170592658949573343e-06,1.571580944516986600e+00,9.793922375970577576e+00
5.258594002829894068e-06,1.571574712757845660e+00,9.793912884406605457e+00
2.121337156548252685e-06,1.571573192880425074e+00,9.793912217967108091e+00
-2.323532901288428790e-07,1.571590232892634109e+00,9.793920829109609372e+00
8.409030677222002763e-07,1.571584096653503515e+00,9.793909668592663209e+00
4.393600433386868684e-06,1.571579111271706575e+00,9.793908242627562544e+00
1.279815184444831245e-05,1.571583475932976981e+00,9.793910432380625863e+00
7.223411890529637726e-07,1.571585897012213406e+00,9.793903041400669807e+00
1.002277243292964570e-05,1.571578949029658556e+00,9.793904369358036988e+00
-4.208769280860964729e-08,1.571576918289531166e+00,9.793908572898775589e+00
3.044564102356346811e-07,1.571577463343466485e+00,9.793906964824616423e+00
1.054754818466826125e-05,1.571576828471486831e+00,9.793911023986748177e+00
7.125782144557964374e-06,1.571580373724641655e+00,9.793901209397050778e+00
3.358770573572947286e-06,1.571580524188599837e+00,9.793902303751369942e+00
4.186476709390379450e-06,1.571576348943758639e+00,9.793895462623764203e+00
1.669880110980830639e-06,1.571575508891540629e+00,9.793891840304285168e+00
-1.905471600244145504e-07,1.571572232972945127e+00,9.793895950230403713e+00
3.134083881173035345e-06,1.571578276248996042e+00,9.793888673744515216e+00
-7.528714545280805978e-07,1.571579682598539529e+00,9.793887008730585819e+00
6.486329967343362613e-06,1.571586870820998350e+00,9.793884315821978603e+00
1.726161907743170696e-06,1.571572133484205214e+00,9.793894658973069767e+00
-5.389924252118097719e-06,1.571580612331012983e+00,9.793899010016110296e+00
3.651765586786053157e-06,1.571576883907967126e+00,9.793889187052487344e+00
-3.359576136194793679e-07,1.571579422813048410e+00,9.793885242722938145e+00
2.376505682833699057e-07,1.571577184042803221e+00,9.793899740926306663e+00
7.971378856062084114e-06,1.571578857504517757e+00,9.793881488814941250e+00
5.317482061705135823e-06,1.571580023537449078e+00,9.793886609846643054e+00
4.011063727010159994e-07,1.571576225999431475e+00,9.793882338742591287e+00
4.114535102530797236e-06,1.571581201832468189e+00,9.793878894112149069e+00
2.449685572776288536e-06,1.571580402157479517e+00,9.793871804637184653e+00
1.377848106700207599e-06,1.571579953849584266e+00,9.793880872913392821e+00
3.195440817471390859e-06,1.571582191417300489e+00,9.793876146862279697e+00
-6.730547346016317019e-07,1.571579359877364857e+00,9.793873155424881460e+00
6.105785590922580325e-06,1.571580536686043805e+00,9.793865388318598875e+00
5.133572372551009767e-06,1.571577312289281103e+00,9.793867685754774399e+00
-5.575351374379499580e-07,1.571580384552289544e+00,9.793879630493652400e+00
1.642815904321508568e-06,1.571576957776454897e+00,9.793869423439739208e+00
-2.517021556548772796e-06,1.571581965647155243e+00,9.793873641345028247e+00
8.652273912348895798e-07,1.571579434724226454e+00,9.793861034402908672e+00
4.928926613699773537e-07,1.571585789855149518e+00,9.793872791853253545e+00
-2.498404620910226166e-06,1.571579713790964838e+00,9.793860771069072158e+00
-3.155433119773003820e-06,1.571578351498942538e+00,9.793860513996836659e+00
8.909048709263680656e-06,1.571588139517054783e+00,9.793861522406309916e+00
5.616326323157137107e-06,1.571576500105146712e+00,9.793860137158105772e+00
-3.070327162695277380e-06,1.571582760737742390e+00,9.793863631660029156e+00
2.432126236180257358e-06,1.571579151987754663e+00,9.793860963479545489e+00
4.221094666840858123e-06,1.571581731542406768e+00,9.793856597309433809e+00
4.541529911502657546e-06,1.571580569837629504e+00,9.793858532510059334e+00
2.893347501404229684e-06,1.571578690271384415e+00,9.793862703377909540e+00
9.002128034359681118e-06,1.571579344994587624e+00,9.793855413085651662e+00
5.124349419071702206e-06,1.571577751431814773e+00,9.793851903421211702e+00
4.708963793705545824e-07,1.571571945257048686e+00,9.793848376177063386e+00
6.622581231531981708e-06,1.571577618281379873e+00,9.793853838410861101e+00
6.785282714786140430e-06,1.571580814945586990e+00,9.793846395815009487e+00
7.993828351729117968e-06,1.571574864861440268e+00,9.793849318488607736e+00
-9.371442912540871606e-07,1.571578301682837964e+00,9.793854556693789348e+00
2.960582455641992598e-06,1.571572706347337478e+00,9.793843411839025848e+00
-1.309642110447677027e-06,1.571584176049231285e+00,9.793851293529208135e+00
-4.231008387622691882e-07,1.571579050214608086e+00,9.793844222183141213e+00
-1.462503492485505668e-06,1.571576502744916670e+00,9.793844577461097600e+00
-2.135723390530835208e-06,1.571584436594453127e+00,9.793842508318052253e+00
1.614399239135685198e-06,1.571566159747767699e+00,9.793845376179115547e+00
6.117730480978747335e-07,1.571580407391380163e+00,9.793848515184391701e+00
-3.596264326808233928e-06,1.571578909685739767e+00,9.793834906419247588e+00
7.292596485599046392e-06,1.571581939139220951e+00,9.793837940695222954e+00
-1.661854779725114935e-07,1.571580164966221105e+00,9.793841323032232538e+00
-2.014602893908781609e-06,1.571578028584338149e+00,9.793834591219084729e+00
5.241937233281491509e-06,1.571585836588466956e+00,9.793834294201943180e+00
2.260277616355189180e-06,1.571581014803016041e+00,9.793828007596344420e+00
1.016000401808538525e-05,1.571572095525821222e+00,9.793828260135448716e+00
5.703711767401307411e-06,1.571579430334376415e+00,9.793829333887478228e+00
-5.466809437676678677e-06,1.571577346172677858e+00,9.793824600208523634e+00
1.351370908181095877e-06,1.571584122205707423e+00,9.793820870075895968e+00
-5.529366789273050883e-08,1.571582607262241860e+00,9.793833908762863416e+00
3.379773364145502223e-06,1.571583194774532011e+00,9.793814197285826140e+00
6.846420009407185100e-06,1.571577979075994058e+00,9.793823075046157456e+00
5.791883142382438362e-06,1.571577136749686687e+00,9.793818007865640496e+00
-2.097048673960435682e-06,1.571575037806392183e+00,9.793820146657834513e+00
3.729841450323752581e-06,1.571583263854826829e+00,9.793816762230012074e+00
-6.110943531759040468e-06,1.571585883766038361e+00,9.793818513880731658e+00
6.492137312257191279e-06,1.571571940962185332e+00,9.793825894462196757e+00
7.987717891249842089e-06,1.571584580871703718e+00,9.793815848304628702e+00
2.061163644703379229e-06,1.571583437289501672e+00,9.793817341346993999e+00
5.014327053649387324e-06,1.571579048829797598e+00,9.793813420976402284e+00
7.396492995718717129e-06,1.571587560959801788e+00,9.793809296984399282e+00
-3.114457106770926654e-06,1.571584327452299368e+00,9.793805570260621707e+00
-8.763457059898982553e-07,1.571575640590171963e+00,9.793811708035738306e+00
1.138190473780537836e-05,1.571575489994972763e+00,9.793805584650625562e+00
2.906567443303726535e-06,1.571578368373510282e+00,9.793804183163214105e+00
-1.549321318982798110e-06,1.571580775684285003e+00,9.793811755812592779e+00
1.987706667740528066e-06,1.571578100934323263e+00,9.793807611488446696e+00
-4.449937537628483684e-06,1.571584579346230193e+00,9.793812470713058715e+00
4.102477126910414235e-07,1.571573480169483172e+00,9.793806980044397648e+00
1.546768041465468579e-05,1.571576478043748892e+00,9.793802492556526573e+00
-6.072958557983653895e-06,1.571583190434701516e+00,9.793799512514196337e+00
5.531398038988163005e-06,1.571584454577163115e+00,9.793802708200162854e+00
4.352660880609118574e-06,1.571583032137506386e+00,9.793797677887972952e+00
1.800307787605331167e-06,1.571579277135152442e+00,9.793792104985383773e+00
8.036240560446837819e-07,1.571579593070052461e+00,9.793796912190824600e+00
2.429825778853512886e-07,1.571575067995820696e+00,9.793796461505504425e+00
-7.234343480649434234e-06,1.571584915088346968e+00,9.793797593364944376e+00
6.473721192974096530e-06,1.571590004408174757e+00,9.793790852147017389e+00
-3.061576287197492614e-07,1.571577721778192993e+00,9.793799755542456964e+00
-2.517900277049158523e-07,1.571580887903918811e+00,9.793794505193609723e+00
1.631849159466056914e-07,1.571579265199405828e+00,9.793792153684504953e+00
8.157892731460585873e-07,1.571580204402975189e+00,9.793784507758905633e+00
3.024437541619538873e-06,1.571579394607042879e+00,9.793788756383646543e+00
2.896395533948890053e-06,1.571577011905305188e+00,9.793789071454440887e+00
-1.606910861322049689e-06,1.571585625967077293e+00,9.793783204987223101e+00
7.044965768669551394e-06,1.571578067436945503e+00,9.793786997114880322e+00
-5.033823416420827366e-06,1.571579375862806716e+00,9.793781579428449291e+00
-8.798087008807406605e-07,1.571580126032985580e+00,9.793785985604291255e+00
3.713894028619195556e-06,1.571573818498550601e+00,9.793781596725267491e+00
3.911112130850588028e-07,1.571577106882566133e+00,9.793782946797389144e+00
-4.792908216797509090e-06,1.571579629302741088e+00,9.793777114212362633e+00
3.465731261451845405e-06,1.571577234800030087e+00,9.793775283857518943e+00
3.735024142309860256e-06,1.571581825746627192e+00,9.793784905297004073e+00
3.340567714363598872e-06,1.571584601958195826e+00,9.793773420226706605e+00
-5.025569941725731814e-06,1.571581339398982147e+00,9.793776412236816498e+00
4.436505726695427199e-06,1.571583129414155122e+00,9.793781402413895165e+00
6.575580090191336033e-06,1.571576290891182781e+00,9.793779171997231359e+00
-1.732188036695703865e-06,1.571578178764438061e+00,9.793774250968585449e+00
3.835503371625095498e-06,1.571577938591800283e+00,9.793776651195212679e+00
4.650674298130958858e-06,1.571585328834116391e+00,9.793773152982071295e+00
-1.922554023805652213e-06,1.571578973743478214e+00,9.793769832671502584e+00
-2.948885107615776988e-06,1.571578882549154788e+00,9.793770342490228487e+00
3.461074476699937569e-06,1.571581673770829690e+00,9.793768587766351175e+00
-3.112666147136866533e-06,1.571568514446695541e+00,9.793770038865384109e+00
-2.282431342859755311e-06,1.571582995255280890e+00,9.793768160198768058e+00
8.272696428283683796e-06,1.571580195514319600e+00,9.793761793442497421e+00
8.148090559575374363e-07,1.571586119470935516e+00,9.793758547729446207e+00
3.654760242362702601e-06,1.571582622841761312e+00,9.793772695137686668e+00
7.259836191335427618e-06,1.571577948955705795e+00,9.793768904953424226e+00
5.248680568692676712e-07,1.571577259976021379e+00,9.793759201693019278e+00
-1.274492293045226403e-06,1.571580742689281607e+00,9.793761346882597252e+00
-2.561821282584110630e-07,1.571577282320595348e+00,9.793755588378424193e+00
-2.985745479487848172e-06,1.571564794621020500e+00,9.793763411707740119e+00
1.064539319686770654e-07,1.571584555123181737e+00,9.793755903763214476e+00
5.389534504799787607e-06,1.571578234176464139e+00,9.793761518966006108e+00
3.821915264957536111e-06,1.571579862602128452e+00,9.793754996112976841e+00
9.273994303696322111e-07,1.571578367078036553e+00,9.793744902503748406e+00
3.232159686053847398e-06,1.571579799083794526e+00,9.793758947701817874e+00
1.659691633729468164e-06,1.571572811931875924e+00,9.793755449593284368e+00
3.658451214101702031e-06,1.571585001946066429e+00,9.793756151246794772e+00
-7.405497577514450196e-06,1.571580665046747871e+00,9.793745295314099764e+00
7.934836224396422788e-07,1.571578968902450413e+00,9.793748227825865627e+00
-3.170569510174301504e-07,1.571581607475264430e+00,9.793746410884946130e+00
1.186469006568804142e-05,1.571577879051789584e+00,9.793746294376921568e+00
-1.362719558940160515e-07,1.571580376161777037e+00,9.793748446252575235e+00
9.565492032140289030e-06,1.571581991088609520e+00,9.793751881434298312e+00
-4.833626744349925199e-07,1.571567315816749799e+00,9.793748961047580082e+00
3.238772004259000970e-07,1.571577532551972967e+00,9.793751813947245921e+00
-1.938697271816008370e-06,1.571581416055102265e+00,9.793740586803199477e+00
3.664519909976821193e-06,1.571586786447839224e+00,9.793741587995166142e+00
7.273772984295439978e-08,1.571586599228942172e+00,9.793737174637103138e+00
7.602992953741413915e-06,1.571576022043719822e+00,9.793743320272142228e+00
1.068028023701235168e-06,1.571572505123000729e+00,9.793740957369523770e+00
2.212501111734949206e-06,1.571588909310649207e+00,9.793740098908235936e+00
-1.939237300946007257e-06,1.571581004081156419e+00,9.793734749969067011e+00
1.652109297236583270e-07,1.571575262697441966e+00,9.793737591436117995e+00
3.266572126701034633e-06,1.571576007219988025e+00,9.793740329122657684e+00
-2.694272446159656370e-06,1.571585371427819622e+00,9.793726530710529232e+00
6.149455900382708821e-06,1.571589894258860420e+00,9.793734284628929032e+00
4.767411989069142089e-06,1.571583837817890794e+00,9.793731850041623943e+00
-6.971570544926222235e-06,1.571574542167139432e+00,9.793736664800563929e+00
3.435249087700835090e-07,1.571572492105259622e+00,9.793730578958761868e+00
8.066878911992758245e-06,1.571583157055964852e+00,9.793730435398481760e+00
4.005956730099842112e-06,1.571577483715074885e+00,9.793734796698641887e+00
1.588174514004329373e-06,1.571582561517712806e+00,9.793740011068848617e+00
2.199608504044126619e-06,1.571585515850309589e+00,9.793728890091824013e+00
2.662762289274702149e-06,1.571582966705558970e+00,9.793725454864258495e+00
-4.654682697825597829e-07,1.571580150360022632e+00,9.793734280822823379e+00
8.605949738475367444e-06,1.571582837515788311e+00,9.793725455745615704e+00
-5.501369124975845251e-06,1.571578576829930407e+00,9.793730684715404422e+00
-1.589340062706309040e-06,1.571581242212245044e+00,9.793723520237472613e+00
-6.067365663037417876e-06,1.571578816593495853e+00,9.793723130520453068e+00
-9.329959711993309924e-07,1.571585716133984123e+00,9.793725326761508754e+00
3.173429610795506897e-07,1.571575052267472961e+00,9.793717163448063090e+00
2.415322794727905680e-06,1.571582678397445587e+00,9.793715603284505633e+00
3.787889105755729097e-06,1.571578560346631459e+00,9.793722208073399216e+00
8.044585434349503072e-06,1.571575850934920693e+00,9.793718705122056889e+00
4.783543514687959425e-06,1.571579886502757040e+00,9.793723505309166910e+00
-7.496037374631308205e-07,1.571588844657264339e+00,9.793716719884708155e+00
-5.707695644461454527e-06,1.571582945308676482e+00,9.793710689875053887e+00
-5.087624009408023350e-07,1.571582367130700764e+00,9.793711648202204856e+00
-1.014913216638693223e-06,1.571590715129840055e+00,9.793718953599485744e+00
1.705152538866056024e-06,1.571586472260252609e+00,9.793720214206436125e+00
-8.098630977550175728e-07,1.571575381176799180e+00,9.793709989093969170e+00
-1.613906739346515574e-06,1.571576187404526870e+00,9.793709113595882698e+00
6.924235992331409935e-06,1.571577619083276645e+00,9.793711856931162529e+00
-4.762706149377804133e-06,1.571579574383256350e+00,9.793715647018835568e+00
4.015841170289497016e-06,1.571574254197077858e+00,9.793709176919822568e+00
1.224452375525081251e-06,1.571579991121588415e+00,9.793704820040707304e+00
5.582591162024501748e-06,1.571584908220871712e+00,9.793715356886430357e+00
-4.234681354251336063e-06,1.571575661049539718e+00,9.793702066025911535e+00
-7.080706964772878692e-07,1.571579907673993359e+00,9.793704511716672556e+00
-1.728226466358932226e-06,1.571583711066001143e+00,9.793700578413782054e+00
1.171665399824951958e-07,1.571579839127465128e+00,9.793704191478877163e+00
-3.320733489736662080e-06,1.571582054850691135e+00,9.793705362458080543e+00
-1.093187857318777321e-06,1.571578499177219923e+00,9.793707082371891914e+00
1.727585019145095431e-06,1.571578743617473295e+00,9.793700427528884589e+00
