ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.150952891597932037e+01,1.203996018571115201e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150953200146706124e+01,1.203995919652062696e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150953508695480565e+01,1.203995820733006781e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150953817244254296e+01,1.203995721813947739e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150954125793028382e+01,1.203995622894885571e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150954434341802113e+01,1.203995523975820134e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150954742890575844e+01,1.203995425056751287e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150955051439349575e+01,1.203995326137679456e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150955359988122595e+01,1.203995227218604072e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150955668536895615e+01,1.203995128299525561e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150955977085668636e+01,1.203995029380443782e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150956285634441656e+01,1.203994930461359019e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150956594183214676e+01,1.203994831542270703e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150956902731986986e+01,1.203994732623179260e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150957211280759296e+01,1.203994633704084407e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150957519829531961e+01,1.203994534784986428e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150957828378304271e+01,1.203994435865885322e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150958136927075870e+01,1.203994336946780948e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150958445475847824e+01,1.203994238027672878e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150958754024619424e+01,1.203994139108562109e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150959062573391378e+01,1.203994040189447787e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150959371122162267e+01,1.203993941270330481e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150959679670934221e+01,1.203993842351209480e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150959988219705110e+01,1.203993743432085779e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150960296768475644e+01,1.203993644512958525e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150960605317246888e+01,1.203993545593827861e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150960913866017421e+01,1.203993446674694212e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150961222414787954e+01,1.203993347755557153e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150961530963558133e+01,1.203993248836416967e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150961839512328666e+01,1.203993149917273513e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150962148061098489e+01,1.203993050998126648e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150962456609868312e+01,1.203992952078976657e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150962765158638490e+01,1.203992853159823397e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150963073707407602e+01,1.203992754240667153e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150963382256177425e+01,1.203992655321507215e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150963690804946538e+01,1.203992556402344292e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150963999353715650e+01,1.203992457483178100e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150964307902485118e+01,1.203992358564008498e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150964616451253519e+01,1.203992259644835912e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150964925000022276e+01,1.203992160725660057e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150965233548790678e+01,1.203992061806480791e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150965542097559435e+01,1.203991962887298257e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150965850646327837e+01,1.203991863968112455e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150966159195095884e+01,1.203991765048923668e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150966467743863930e+01,1.203991666129731470e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150966776292631621e+01,1.203991567210535862e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150967084841399668e+01,1.203991468291337128e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150967393390167004e+01,1.203991369372135267e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150967701938934340e+01,1.203991270452929854e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150968010487701676e+01,1.203991171533721314e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150968319036469012e+01,1.203991072614509790e+02,0.000000000000000000e+00,3.421135216544436641e+00,-9.396586285993405951e+00,0.000000000000000000e+00
3.150968627550147616e+01,1.203990973705006837e+02,0.000000000000000000e+00,3.412886238738813915e+00,-9.378305151861242805e+00,0.000000000000000000e+00
3.150968932895532149e+01,1.203990875378030694e+02,0.000000000000000000e+00,3.343849053965260776e+00,-9.296938931943975248e+00,0.000000000000000000e+00
3.150969230161375378e+01,1.203990777831202763e+02,0.000000000000000000e+00,3.229353891993278047e+00,-9.231450234945095090e+00,0.000000000000000000e+00
3.150969515290005418e+01,1.203990680904842634e+02,0.000000000000000000e+00,3.070401160614324443e+00,-9.180143610690317146e+00,0.000000000000000000e+00
3.150969784306189680e+01,1.203990584460175910e+02,0.000000000000000000e+00,2.867808479848151126e+00,-9.140682388252592716e+00,0.000000000000000000e+00
3.150970033302856876e+01,1.203990488385979631e+02,0.000000000000000000e+00,2.622267854476413973e+00,-9.110110388978815976e+00,0.000000000000000000e+00
3.150970258432574767e+01,1.203990392605007997e+02,0.000000000000000000e+00,2.334417422083590488e+00,-9.084871782225258485e+00,0.000000000000000000e+00
3.150970455906063705e+01,1.203990297080211320e+02,0.000000000000000000e+00,2.004926990763060246e+00,-9.060831516020478205e+00,0.000000000000000000e+00
3.150970621998954613e+01,1.203990201820724195e+02,0.000000000000000000e+00,1.634596495865525689e+00,-9.033299192194641947e+00,0.000000000000000000e+00
3.150970753069054098e+01,1.203990106887591622e+02,0.000000000000000000e+00,1.224807307340638918e+00,-8.997013229949438085e+00,0.000000000000000000e+00
3.150970846103444245e+01,1.203990012405363075e+02,0.000000000000000000e+00,7.952484097593102153e-01,-8.944717992579507282e+00,0.000000000000000000e+00
3.150970900678197850e+01,1.203989918569627235e+02,0.000000000000000000e+00,3.761931194136448053e-01,-8.872027881882820211e+00,0.000000000000000000e+00
3.150970918329121417e+01,1.203989825592804976e+02,0.000000000000000000e+00,-2.022254503134747819e-02,-8.779976711169160453e+00,0.000000000000000000e+00
3.150970901287746884e+01,1.203989733666637818e+02,0.000000000000000000e+00,-3.902130597318220206e-01,-8.671224467629420118e+00,0.000000000000000000e+00
3.150970851976745735e+01,1.203989642953351478e+02,0.000000000000000000e+00,-7.331455888148049604e-01,-8.548619628080420085e+00,0.000000000000000000e+00
3.150970772818389065e+01,1.203989553586058747e+02,0.000000000000000000e+00,-1.049596406479879285e+00,-8.414793365466854524e+00,0.000000000000000000e+00
3.150970666160581857e+01,1.203989465671603227e+02,0.000000000000000000e+00,-1.340613905767210401e+00,-8.272070741698481555e+00,0.000000000000000000e+00
3.150970534247905164e+01,1.203989379293809918e+02,0.000000000000000000e+00,-1.607430471453144660e+00,-8.122472978067975191e+00,0.000000000000000000e+00
3.150970379210607675e+01,1.203989294516568833e+02,0.000000000000000000e+00,-1.851343005730011759e+00,-7.967743035209852387e+00,0.000000000000000000e+00
3.150970203061286767e+01,1.203989211386625158e+02,0.000000000000000000e+00,-2.073658440135061731e+00,-7.809375178185332445e+00,0.000000000000000000e+00
3.150970007695248043e+01,1.203989129936061175e+02,0.000000000000000000e+00,-2.275665672821013619e+00,-7.648643392494167692e+00,0.000000000000000000e+00
3.150969794892849762e+01,1.203989050184489145e+02,0.000000000000000000e+00,-2.458619346706944153e+00,-7.486627472233338132e+00,0.000000000000000000e+00
3.150969566323036375e+01,1.203988972140981843e+02,0.000000000000000000e+00,-2.623729731442712598e+00,-7.324236635741925738e+00,0.000000000000000000e+00
3.150969323547624157e+01,1.203988895805764940e+02,0.000000000000000000e+00,-2.772156267521840523e+00,-7.162230771794501294e+00,0.000000000000000000e+00
3.150969068026062558e+01,1.203988821171698191e+02,0.000000000000000000e+00,-2.905003589350974913e+00,-7.001239472111966400e+00,0.000000000000000000e+00
3.150968801120478702e+01,1.203988748225563938e+02,0.000000000000000000e+00,-3.023319352111246694e+00,-6.841779015369493955e+00,0.000000000000000000e+00
3.150968524100854751e+01,1.203988676949186640e+02,0.000000000000000000e+00,-3.128093414925382287e+00,-6.684267468279617042e+00,0.000000000000000000e+00
3.150968238150241518e+01,1.203988607320402906e+02,0.000000000000000000e+00,-3.220258052107518587e+00,-6.529038066808728225e+00,0.000000000000000000e+00
3.150967944369914164e+01,1.203988539313897235e+02,0.000000000000000000e+00,-3.300688938402653427e+00,-6.376351035812501067e+00,0.000000000000000000e+00
3.150967643784420602e+01,1.203988472901919096e+02,0.000000000000000000e+00,-3.370206706852671985e+00,-6.226403998544109086e+00,0.000000000000000000e+00
3.150967337346465769e+01,1.203988408054898400e+02,0.000000000000000000e+00,-3.429578918568496171e+00,-6.079341119012106276e+00,0.000000000000000000e+00
3.150967025941609023e+01,1.203988344741969030e+02,0.000000000000000000e+00,-3.479522316254763492e+00,-5.935261110573478938e+00,0.000000000000000000e+00
3.150966710392748737e+01,1.203988282931413778e+02,0.000000000000000000e+00,-3.520705259842560331e+00,-5.794224233952098402e+00,0.000000000000000000e+00
3.150966391464386263e+01,1.203988222591039801e+02,0.000000000000000000e+00,-3.553750264260567171e+00,-5.656258397498192814e+00,0.000000000000000000e+00
3.150966069866652930e+01,1.203988163688491539e+02,0.000000000000000000e+00,-3.579236577085457949e+00,-5.521364462273294471e+00,0.000000000000000000e+00
3.150965746259107902e+01,1.203988106191515186e+02,0.000000000000000000e+00,-3.597702748238824633e+00,-5.389520844687003098e+00,0.000000000000000000e+00
3.150965421254309717e+01,1.203988050068175255e+02,0.000000000000000000e+00,-3.609649155598763759e+00,-5.260687500078867984e+00,0.000000000000000000e+00
3.150965095421153350e+01,1.203987995287030941e+02,0.000000000000000000e+00,-3.615540459835449028e+00,-5.134809361923166726e+00,0.000000000000000000e+00
3.150964769287998379e+01,1.203987941817280927e+02,0.000000000000000000e+00,-3.615807969353405760e+00,-5.011819303283124860e+00,0.000000000000000000e+00
3.150964443345583632e+01,1.203987889628877923e+02,0.000000000000000000e+00,-3.610851902257202983e+00,-4.891640679768546995e+00,0.000000000000000000e+00
3.150964118049741813e+01,1.203987838692617913e+02,0.000000000000000000e+00,-3.601043537027723396e+00,-4.774189506547872774e+00,0.000000000000000000e+00
3.150963793823928327e+01,1.203987788980208080e+02,0.000000000000000000e+00,-3.586727247332972102e+00,-4.659376315907549859e+00,0.000000000000000000e+00
3.150963471061565357e+01,1.203987740464317255e+02,0.000000000000000000e+00,-3.568222419292146785e+00,-4.547107736403644296e+00,0.000000000000000000e+00
3.150963150128227142e+01,1.203987693118611304e+02,0.000000000000000000e+00,-3.545825251723626170e+00,-4.437287829771702441e+00,0.000000000000000000e+00
3.150962831363656846e+01,1.203987646917772452e+02,0.000000000000000000e+00,-3.519810441568082204e+00,-4.329819217407268717e+00,0.000000000000000000e+00
3.150962515083643112e+01,1.203987601837512216e+02,0.000000000000000000e+00,-3.490432757895631788e+00,-4.224604024356612975e+00,0.000000000000000000e+00
3.150962201581758393e+01,1.203987557854571122e+02,0.000000000000000000e+00,-3.457928508770359066e+00,-4.121544665320782563e+00,0.000000000000000000e+00
3.150961891130964787e+01,1.203987514946713304e+02,0.000000000000000000e+00,-3.422516905829198208e+00,-4.020544494134386859e+00,0.000000000000000000e+00
3.150961583985106529e+01,1.203987473092713572e+02,0.000000000000000000e+00,-3.384401331795557244e+00,-3.921508335493049113e+00,0.000000000000000000e+00
3.150961280380286667e+01,1.203987432272340214e+02,0.000000000000000000e+00,-3.343770516339314991e+00,-3.824342915333420745e+00,0.000000000000000000e+00
3.150960980476408935e+01,1.203987392458446095e+02,0.000000000000000000e+00,-3.314055849150132183e+00,-3.743932935926316485e+00,0.000000000000000000e+00
3.150960680696944394e+01,1.203987353137656413e+02,0.000000000000000000e+00,-3.335708270365637329e+00,-3.724654391351544191e+00,0.000000000000000000e+00
3.150960379014484403e+01,1.203987314015653425e+02,0.000000000000000000e+00,-3.356146909594486694e+00,-3.706248496960158345e+00,0.000000000000000000e+00
3.150960075535541094e+01,1.203987275083405422e+02,0.000000000000000000e+00,-3.375443781948853417e+00,-3.688682593406875654e+00,0.000000000000000000e+00
3.150959770360319467e+01,1.203987236332223318e+02,0.000000000000000000e+00,-3.393666318714197772e+00,-3.671924416055548868e+00,0.000000000000000000e+00
3.150959463583118492e+01,1.203987197753754543e+02,0.000000000000000000e+00,-3.410877678449590000e+00,-3.655942212707195438e+00,0.000000000000000000e+00
3.150959155292705205e+01,1.203987159339978916e+02,0.000000000000000000e+00,-3.427137036514531943e+00,-3.640704840130609021e+00,0.000000000000000000e+00
3.150958845572661460e+01,1.203987121083199838e+02,0.000000000000000000e+00,-3.442499854386480429e+00,-3.626181842179059256e+00,0.000000000000000000e+00
3.150958534501711839e+01,1.203987082976038892e+02,0.000000000000000000e+00,-3.457018130084579255e+00,-3.612343511941599861e+00,0.000000000000000000e+00
3.150958222154020660e+01,1.203987045011425749e+02,0.000000000000000000e+00,-3.470740630959403550e+00,-3.599160940081392646e+00,0.000000000000000000e+00
3.150957908599479396e+01,1.203987007182591356e+02,0.000000000000000000e+00,-3.483713110048282324e+00,-3.586606051252043681e+00,0.000000000000000000e+00
3.150957593903970277e+01,1.203986969483057123e+02,0.000000000000000000e+00,-3.495978507133151503e+00,-3.574651630251976631e+00,0.000000000000000000e+00
3.150957278129608596e+01,1.203986931906627973e+02,0.000000000000000000e+00,-3.507577135573908489e+00,-3.563271339373299540e+00,0.000000000000000000e+00
3.150956961334974693e+01,1.203986894447380536e+02,0.000000000000000000e+00,-3.518546855926681705e+00,-3.552439728221791881e+00,0.000000000000000000e+00
3.150956643575329963e+01,1.203986857099656618e+02,0.000000000000000000e+00,-3.528923237293704940e+00,-3.542132237126187633e+00,0.000000000000000000e+00
3.150956324902815098e+01,1.203986819858051263e+02,0.000000000000000000e+00,-3.538739707290431191e+00,-3.532325195115263661e+00,0.000000000000000000e+00
3.150956005366637314e+01,1.203986782717405220e+02,0.000000000000000000e+00,-3.548027691456748123e+00,-3.522995813317999492e+00,0.000000000000000000e+00
3.150955685013247631e+01,1.203986745672794285e+02,0.000000000000000000e+00,-3.556816742882673577e+00,-3.514122174533711451e+00,0.000000000000000000e+00
3.150955363886503591e+01,1.203986708719521204e+02,0.000000000000000000e+00,-3.565134662765312878e+00,-3.505683219623432212e+00,0.000000000000000000e+00
3.150955042027823083e+01,1.203986671853106998e+02,0.000000000000000000e+00,-3.573007612562939528e+00,-3.497658731289737588e+00,0.000000000000000000e+00
3.150954719476325394e+01,1.203986635069280737e+02,0.000000000000000000e+00,-3.580460218364147185e+00,-3.490029315738166549e+00,0.000000000000000000e+00
3.150954396268971180e+01,1.203986598363972433e+02,0.000000000000000000e+00,-3.587515668044928940e+00,-3.482776382648216984e+00,0.000000000000000000e+00
3.150954072440682197e+01,1.203986561733303802e+02,0.000000000000000000e+00,-3.594195801744227037e+00,-3.475882123824717063e+00,0.000000000000000000e+00
3.150953748024464218e+01,1.203986525173580162e+02,0.000000000000000000e+00,-3.600521196149168546e+00,-3.469329490849869302e+00,0.000000000000000000e+00
3.150953423051515401e+01,1.203986488681283191e+02,0.000000000000000000e+00,-3.606511243044198789e+00,-3.463102172012232582e+00,0.000000000000000000e+00
3.150953097551330728e+01,1.203986452253062964e+02,0.000000000000000000e+00,-3.612184222544299050e+00,-3.457184568749850584e+00,0.000000000000000000e+00
3.150952771551797937e+01,1.203986415885729997e+02,0.000000000000000000e+00,-3.617557371400459854e+00,-3.451561771810878199e+00,0.000000000000000000e+00
3.150952445079292730e+01,1.203986379576249135e+02,0.000000000000000000e+00,-3.622646946736216567e+00,-3.446219537305019731e+00,0.000000000000000000e+00
3.150952118158760484e+01,1.203986343321731738e+02,0.000000000000000000e+00,-3.627468285546674220e+00,-3.441144262792991348e+00,0.000000000000000000e+00
3.150951790813800812e+01,1.203986307119429426e+02,0.000000000000000000e+00,-3.632035860266168203e+00,-3.436322963538300357e+00,0.000000000000000000e+00
3.150951463066738256e+01,1.203986270966727830e+02,0.000000000000000000e+00,-3.636363330687280015e+00,-3.431743249025626330e+00,0.000000000000000000e+00
3.150951134938700449e+01,1.203986234861140332e+02,0.000000000000000000e+00,-3.640463592492453770e+00,-3.427393299832540485e+00,0.000000000000000000e+00
3.150950806449678865e+01,1.203986198800301963e+02,0.000000000000000000e+00,-3.644348822639396523e+00,-3.423261844926107411e+00,0.000000000000000000e+00
3.150950477618595968e+01,1.203986162781963856e+02,0.000000000000000000e+00,-3.648030521823170336e+00,-3.419338139442576807e+00,0.000000000000000000e+00
3.150950148463361344e+01,1.203986126803988128e+02,0.000000000000000000e+00,-3.651519554220832298e+00,-3.415611942996883865e+00,0.000000000000000000e+00
3.150949819000931740e+01,1.203986090864341776e+02,0.000000000000000000e+00,-3.654826184708966252e+00,-3.412073498558574780e+00,0.000000000000000000e+00
3.150949489247359381e+01,1.203986054961093544e+02,0.000000000000000000e+00,-3.657960113729934459e+00,-3.408713511922194073e+00,0.000000000000000000e+00
3.150949159217843842e+01,1.203986019092406252e+02,0.000000000000000000e+00,-3.660930509969534619e+00,-3.405523131792567604e+00,0.000000000000000000e+00
3.150948828926779299e+01,1.203985983256535235e+02,0.000000000000000000e+00,-3.663746040996428643e+00,-3.402493930499076225e+00,0.000000000000000000e+00
3.150948498387797159e+01,1.203985947451821801e+02,0.000000000000000000e+00,-3.666414902002511855e+00,-3.399617885347405277e+00,0.000000000000000000e+00
3.150948167613805850e+01,1.203985911676690392e+02,0.000000000000000000e+00,-3.668944842773043113e+00,-3.396887360612527385e+00,0.000000000000000000e+00
3.150947836617036302e+01,1.203985875929643754e+02,0.000000000000000000e+00,-3.671343193005773831e+00,-3.394295090172659624e+00,0.000000000000000000e+00
3.150947505409070359e+01,1.203985840209259237e+02,0.000000000000000000e+00,-3.673616886089521749e+00,-3.391834160780561991e+00,0.000000000000000000e+00
3.150947174000882356e+01,1.203985804514185958e+02,0.000000000000000000e+00,-3.675772481444600448e+00,-3.389497995965576660e+00,0.000000000000000000e+00
3.150946842402870018e+01,1.203985768843140534e+02,0.000000000000000000e+00,-3.677816185519986014e+00,-3.387280340557491165e+00,0.000000000000000000e+00
3.150946510624882890e+01,1.203985733194903247e+02,0.000000000000000000e+00,-3.679753871535240695e+00,-3.385175245821324008e+00,0.000000000000000000e+00
3.150946178676255016e+01,1.203985697568316908e+02,0.000000000000000000e+00,-3.681591098048920152e+00,-3.383177055190431215e+00,0.000000000000000000e+00
3.150945846565831232e+01,1.203985661962281597e+02,0.000000000000000000e+00,-3.683333126429261917e+00,-3.381280390584148865e+00,0.000000000000000000e+00
3.150945514301992745e+01,1.203985626375752673e+02,0.000000000000000000e+00,-3.684984937297679508e+00,-3.379480139294987584e+00,0.000000000000000000e+00
3.150945181892683067e+01,1.203985590807738646e+02,0.000000000000000000e+00,-3.686551246010480565e+00,-3.377771441429781696e+00,0.000000000000000000e+00
3.150944849345430399e+01,1.203985555257297904e+02,0.000000000000000000e+00,-3.688036517239758005e+00,-3.376149677888421241e+00,0.000000000000000000e+00
3.150944516667371076e+01,1.203985519723536157e+02,0.000000000000000000e+00,-3.689444978710068490e+00,-3.374610458863528617e+00,0.000000000000000000e+00
3.150944183865266979e+01,1.203985484205604166e+02,0.000000000000000000e+00,-3.690780634143663974e+00,-3.373149612844076994e+00,0.000000000000000000e+00
3.150943850945529690e+01,1.203985448702696459e+02,0.000000000000000000e+00,-3.692047275463370415e+00,-3.371763176105871729e+00,0.000000000000000000e+00
3.150943517914236836e+01,1.203985413214047213e+02,0.000000000000000000e+00,-3.693248494298912554e+00,-3.370447382671752479e+00,0.000000000000000000e+00
3.150943184777148431e+01,1.203985377738930111e+02,0.000000000000000000e+00,-3.694387692839336435e+00,-3.369198654724487429e+00,0.000000000000000000e+00
3.150942851539726774e+01,1.203985342276654933e+02,0.000000000000000000e+00,-3.695468094071364895e+00,-3.368013593455437160e+00,0.000000000000000000e+00
3.150942518207148524e+01,1.203985306826567552e+02,0.000000000000000000e+00,-3.696492751440804803e+00,-3.366888970332351683e+00,0.000000000000000000e+00
3.150942184784323530e+01,1.203985271388045959e+02,0.000000000000000000e+00,-3.697464557971759103e+00,-3.365821718769839599e+00,0.000000000000000000e+00
3.150941851275905137e+01,1.203985235960500404e+02,0.000000000000000000e+00,-3.698386254876022239e+00,-3.364808926186472871e+00,0.000000000000000000e+00
3.150941517686307236e+01,1.203985200543370411e+02,0.000000000000000000e+00,-3.699260439682949375e+00,-3.363847826432813548e+00,0.000000000000000000e+00
3.150941184019712793e+01,1.203985165136124920e+02,0.000000000000000000e+00,-3.700089573918204255e+00,-3.362935792574971661e+00,0.000000000000000000e+00
3.150940850280091254e+01,1.203985129738258877e+02,0.000000000000000000e+00,-3.700875990357845424e+00,-3.362070330018825270e+00,0.000000000000000000e+00
3.150940516471202102e+01,1.203985094349293519e+02,0.000000000000000000e+00,-3.701621899882616251e+00,-3.361249069960371649e+00,0.000000000000000000e+00
3.150940182596614747e+01,1.203985058968774240e+02,0.000000000000000000e+00,-3.702329397955671730e+00,-3.360469763148189237e+00,0.000000000000000000e+00
3.150939848659711728e+01,1.203985023596269741e+02,0.000000000000000000e+00,-3.703000470745547723e+00,-3.359730273944369294e+00,0.000000000000000000e+00
3.150939514663699725e+01,1.203984988231370465e+02,0.000000000000000000e+00,-3.703637000914807853e+00,-3.359028574670781087e+00,0.000000000000000000e+00
3.150939180611623058e+01,1.203984952873687888e+02,0.000000000000000000e+00,-3.704240773093504746e+00,-3.358362740227995413e+00,0.000000000000000000e+00
3.150938846506364754e+01,1.203984917522852811e+02,0.000000000000000000e+00,-3.704813479055460324e+00,-3.357730942974589627e+00,0.000000000000000000e+00
3.150938512350662180e+01,1.203984882178515505e+02,0.000000000000000000e+00,-3.705356722614240539e+00,-3.357131447855074224e+00,0.000000000000000000e+00
3.150938178147109525e+01,1.203984846840343863e+02,0.000000000000000000e+00,-3.705872024254654118e+00,-3.356562607765087414e+00,0.000000000000000000e+00
3.150937843898169177e+01,1.203984811508022688e+02,0.000000000000000000e+00,-3.706360825514703361e+00,-3.356022859142949955e+00,0.000000000000000000e+00
3.150937509606172782e+01,1.203984776181252840e+02,0.000000000000000000e+00,-3.706824493131946063e+00,-3.355510717777123286e+00,0.000000000000000000e+00
3.150937175273336521e+01,1.203984740859750104e+02,0.000000000000000000e+00,-3.707264322967458003e+00,-3.355024774819507893e+00,0.000000000000000000e+00
3.150936840901757563e+01,1.203984705543245184e+02,0.000000000000000000e+00,-3.707681543719762995e+00,-3.354563692994946056e+00,0.000000000000000000e+00
3.150936506493429334e+01,1.203984670231482852e+02,0.000000000000000000e+00,-3.708077320440376745e+00,-3.354126202997700812e+00,0.000000000000000000e+00
3.150936172050239747e+01,1.203984634924220245e+02,0.000000000000000000e+00,-3.708452757861925964e+00,-3.353711100066063988e+00,0.000000000000000000e+00
3.150935837573979370e+01,1.203984599621226863e+02,0.000000000000000000e+00,-3.708808903549182912e+00,-3.353317240726615189e+00,0.000000000000000000e+00
3.150935503066349241e+01,1.203984564322284427e+02,0.000000000000000000e+00,-3.709146750882694299e+00,-3.352943539700065756e+00,0.000000000000000000e+00
3.150935168528959096e+01,1.203984529027185886e+02,0.000000000000000000e+00,-3.709467241884235822e+00,-3.352588966960879269e+00,0.000000000000000000e+00
3.150934833963339088e+01,1.203984493735734702e+02,0.000000000000000000e+00,-3.709771269892652157e+00,-3.352252544943342016e+00,0.000000000000000000e+00
3.150934499370939079e+01,1.203984458447743577e+02,0.000000000000000000e+00,-3.710059682098256761e+00,-3.351933345886972226e+00,0.000000000000000000e+00
3.150934164753134326e+01,1.203984423163036013e+02,0.000000000000000000e+00,-3.710333281943487993e+00,-3.351630489314493921e+00,0.000000000000000000e+00
3.150933830111228673e+01,1.203984387881443752e+02,0.000000000000000000e+00,-3.710592831397007352e+00,-3.351343139635986734e+00,0.000000000000000000e+00
3.150933495446461308e+01,1.203984352602807064e+02,0.000000000000000000e+00,-3.710839053108114793e+00,-3.351070503873012196e+00,0.000000000000000000e+00
3.150933160760004981e+01,1.203984317326975031e+02,0.000000000000000000e+00,-3.711072632447895980e+00,-3.350811829496890493e+00,0.000000000000000000e+00
3.150932826052973823e+01,1.203984282053804122e+02,0.000000000000000000e+00,-3.711294219443228570e+00,-3.350566402375473984e+00,0.000000000000000000e+00
3.150932491326423346e+01,1.203984246783157914e+02,0.000000000000000000e+00,-3.711504430609354088e+00,-3.350333544823139942e+00,0.000000000000000000e+00
